feature	diet_dairy	diet_meat	time_baseline	time_endpoint	n_embeddings	max_hits	predicted_class	avg_probability	21tdsqsa	7o4yga2v	8lofhbbf	ai9n4jxs	q2gzu1o3	qb4y98x0	wcksnlsg
P_LP.706	0	7	3	4	7	7	diet_meat	0.778457638307932	0.8990922489419386	0.6780356376596383	0.98924329714292	0.7508260345779801	0.8633688936940157	0.7233824402344846	0.5452549159045467
COG1826	2	5	7	0	7	7	time_baseline	0.7114373638170325	0.5639802667715559	0.6868518537602966	0.609227846277197	0.8630851677593265	0.5637449375736376	0.8184597872496545	0.87471168732756
COG1143	6	1	7	0	7	7	time_baseline	0.7305323637585567	0.681327438373165	0.5584981539157103	0.7498073207446315	0.897817066981714	0.7960637618820268	0.5177791739880844	0.9124336304245638
P_LP.936	3	4	7	0	7	7	time_baseline	0.8117088501009423	0.8456851555085423	0.9709562830015748	0.6313379914698118	0.97063302782638	0.5666855046933859	0.8264536999126086	0.8702102882942928
COG1135	0	7	6	1	7	7	diet_meat	0.8420188722431913	0.9419062215355836	0.6959976881898337	0.9990807970394042	0.8319141961952955	0.8859807232919744	0.9715307156713154	0.5677217637789319
COG1843	3	4	0	7	7	7	time_endpoint	0.8145925053501202	0.8596935915542356	0.8572824409070733	0.523632784546399	0.984686539037136	0.7998864873964396	0.990092464588952	0.686873229420605
P_LP.70	3	4	0	7	7	7	time_endpoint	0.827632472181963	0.991977705014922	0.9701742345319	0.5464975592777385	0.6733548085505898	0.7810480117919472	0.9851797693284176	0.8451952167782257
COG1134	0	7	2	5	7	7	diet_meat	0.7829861605049698	0.6108516288135476	0.5164023383609261	0.9989865634977232	0.6707865178016996	0.780380229402914	0.9645124018356892	0.9389834438222896
PF08299	0	7	2	5	7	7	diet_meat	0.7053263525814415	0.6293167986755388	0.778640285884813	0.999431367135428	0.5257828624613254	0.7683107998404642	0.5221392821269989	0.7136630719455223
P_LP.699	5	2	0	7	7	7	time_endpoint	0.7882406769812659	0.8642144932593377	0.878708586152946	0.6374923652754703	0.909958676171723	0.7180122815205041	0.8454951971589293	0.6638031393299505
COG1846	3	4	0	7	7	7	time_endpoint	0.8099005479681854	0.6274471636421289	0.9661143565022609	0.7461223513027878	0.9367377035883372	0.7382755295100494	0.9394429789889782	0.7151637522427557
PF08267	0	7	5	2	7	7	diet_meat	0.776668823368645	0.6753849604924327	0.7195971352564128	0.9310914635089867	0.7588120932457528	0.8078690466392201	0.7360396588015535	0.807887405636156
PF13549	0	7	6	1	7	7	diet_meat	0.823251006314983	0.7697336778933828	0.6437647218247976	0.991541674823984	0.7194393347459195	0.956130111338472	0.7206981778296515	0.9614493457486736
COG1794	0	7	5	2	7	7	diet_meat	0.7378775460957965	0.559271426219243	0.8174085158051564	0.999642412914966	0.5348703304499763	0.6354361657336237	0.6840325432372845	0.9344814283103255
COG1057	0	7	5	2	7	7	diet_meat	0.7994493123383843	0.8915321487337003	0.7163836094824068	0.999892230936605	0.508615852852836	0.9557339492974456	0.5991499594275309	0.924837435638166
PF13540	5	2	0	7	7	7	time_endpoint	0.7631297471600206	0.9948887484065876	0.9102568041972304	0.614945367252018	0.9434160493150936	0.5764961236573714	0.637046050323273	0.6648590869685712
COG1740	4	3	7	0	7	7	time_baseline	0.7433698328672772	0.6979676847596978	0.996745883070376	0.6159563892946474	0.7245390621439911	0.5228820409773756	0.9900159684574033	0.6554818013674494
N_AQ.397	2	5	0	7	7	7	time_endpoint	0.7378394786592084	0.7393760007307119	0.8101908200445623	0.6728021728237948	0.5694350595738054	0.6968233606354154	0.8474925307081966	0.8287564060979725
COG1744	2	5	0	7	7	7	time_endpoint	0.8096678069134818	0.5218866187819088	0.9255647272691674	0.8244675223754413	0.9370678456134718	0.5536426241142056	0.9566517456734446	0.9483935645667336
PF08942	6	1	0	7	7	7	time_endpoint	0.7325427598964858	0.5489314548620164	0.5023783974683848	0.6128640477345223	0.9601959272768084	0.7135981475488895	0.8633233797172445	0.9265079646675338
COG1752	7	0	2	5	7	7	diet_dairy	0.7125306299005186	0.8119923252072871	0.5122955765218167	0.7420731671541714	0.6109262459094416	0.9629602199508308	0.5908213183370359	0.7566455562230466
PF08903	2	5	0	7	7	7	time_endpoint	0.7954772725054137	0.5989608545410737	0.9988552173092528	0.7124772066146641	0.7815188619790571	0.6795257460016184	0.95748173230722	0.8395212887850099
P_LP.731	3	4	0	7	7	7	time_endpoint	0.7845590660036391	0.7513162526754852	0.7423701574798826	0.6875699318121454	0.8464438498865949	0.6394493339698464	0.9523076596854396	0.8724562765160799
COG1189	0	7	4	3	7	7	diet_meat	0.7682122444631856	0.914178813367956	0.6517134969202277	0.9761588223802452	0.5543392890851729	0.7842280606424304	0.8946228326019814	0.6022443962442855
P_LP.728	1	6	7	0	7	7	time_baseline	0.8199490113979617	0.7711670668040238	0.9996892489168556	0.7442076646137151	0.9632740184319966	0.7770740586627813	0.91577150782671	0.56845951452965
COG1760	0	7	4	3	7	7	diet_meat	0.9110060902694525	0.9392852967555032	0.6867076779745246	0.9925607200234192	0.8796129224346256	0.9578463612874594	0.925231020318557	0.9957986330920784
COG1765	0	7	5	2	7	7	diet_meat	0.8930648110093135	0.8536317408879489	0.8424631875624479	0.9995186828187868	0.7656190155698512	0.9824178179713045	0.8611827986056242	0.9466204336492304
COG1768	3	4	0	7	7	7	time_endpoint	0.8583075740483358	0.886208543459844	0.9615562652294996	0.8569773136320312	0.8405665247611747	0.5923062079932457	0.9985386007153502	0.8719995625472048
PF13522	0	7	1	6	7	7	diet_meat	0.7667485115619671	0.9059882805671862	0.8548220587014103	0.9979609492566874	0.6963923915467946	0.7049316664771744	0.5929184454934361	0.6142257888910816
PF08681	0	7	3	4	7	7	diet_meat	0.8381414452643995	0.9609907327599592	0.6063633990849854	0.8759263117546302	0.8420129443386718	0.9417886551316372	0.8768681811647997	0.7630398926161126
COG1770	0	7	6	1	7	7	diet_meat	0.7779086265554884	0.7114440448470645	0.5595003214375737	0.7358021729132216	0.7439505301195559	0.9280050894797212	0.8450390222805159	0.9216192048107664
N_AQ.735	5	2	0	7	7	7	time_endpoint	0.8025087691760046	0.8987774951233581	0.722456476852532	0.6808603173126065	0.8205721014160005	0.7863147874057834	0.9257739876072774	0.782806218514475
COG1774	4	3	0	7	7	7	time_endpoint	0.7679157817908554	0.5025567119249676	0.8548059694472897	0.7589546331589375	0.9927954011935328	0.8479203947372628	0.5789195258550675	0.8394578362189304
COG1776	3	4	0	7	7	7	time_endpoint	0.8158003377229414	0.7917635625576246	0.99942882684557	0.6602499891633963	0.8622806096874881	0.6663808419233197	0.8224115311537242	0.9080870027294664
N_AQ.389	0	7	3	4	7	7	diet_meat	0.716010815978576	0.5478717140842634	0.6519116512002414	0.9960111601106092	0.5429423515052579	0.8685828344069938	0.5881022711090494	0.8166537294336161
COG1173	0	7	4	3	7	7	diet_meat	0.8751421731360773	0.749633502313341	0.6844771482749846	0.9988143582207925	0.935796210526168	0.9488098977220456	0.8824496001047248	0.9260144947904853
PF08543	0	7	5	2	7	7	diet_meat	0.8070110259512335	0.8012169286084747	0.8021178139528639	0.9911454587082632	0.6707617120451718	0.9120821013243772	0.5737144785588313	0.8980386884606526
PF13623	3	4	7	0	7	7	time_baseline	0.6824127614770121	0.9470664860772676	0.8727844830248717	0.5529182940568075	0.6286398667358806	0.6513709078495019	0.5882438655266905	0.5358654270680661
P_LP.697	2	5	7	0	7	7	time_baseline	0.775132663166736	0.8496156259590747	0.9671941460397486	0.6083960139777416	0.5889132155961503	0.6048057969877783	0.9762539029758628	0.8307499406307953
P_LP.696	1	6	7	0	7	7	time_baseline	0.7735134582905504	0.7191947167333143	0.7271604777371479	0.6918013087504927	0.9360612441897234	0.6974648389183138	0.6883970622025413	0.95451455950232
N_AQ.774	1	6	7	0	7	7	time_baseline	0.8042431808140782	0.8242519392520014	0.8915097019272451	0.61767445688683	0.9714295209473762	0.6508235100253068	0.9980533165623964	0.6759598200973911
PF07732	4	3	7	0	7	7	time_baseline	0.7602479672463216	0.8715905606311627	0.6588090944459946	0.7441024776698675	0.7702525129643739	0.7868975523113715	0.9862128256423984	0.5038707470590821
N_AQ.801	3	4	7	0	7	7	time_baseline	0.8568396661051628	0.9933707010820824	0.9742531610125584	0.6404142974220439	0.8666135155139294	0.6850349630161399	0.9963159925696627	0.8418750321197231
PF07730	0	7	6	1	7	7	diet_meat	0.8782634300447392	0.7972034710667356	0.6915253745771033	0.9885121425554402	0.7818397560689807	0.9790056424602092	0.949224718517658	0.9605329050670478
PF07729	2	5	0	7	7	7	time_endpoint	0.7622720478955515	0.7465848949140582	0.9889535866501524	0.6331748316047245	0.594400824384	0.5487109869352795	0.9967937432272376	0.8272854675534075
N_AQ.337	4	3	0	7	7	7	time_endpoint	0.7438165713391349	0.5990005217606351	0.9756906192617824	0.7502093727497297	0.9393466613180818	0.5547069225052671	0.6780332887324203	0.7097286130460281
COG1922	7	0	4	3	7	7	diet_dairy	0.7679894971508069	0.6975605968435932	0.5152517960100891	0.9439776315621836	0.5798756156249083	0.9128655284627356	0.8089879189917317	0.9174073925604072
COG1925	5	2	0	7	7	7	time_endpoint	0.7956634284453796	0.7463601845359558	0.567915797915869	0.7437870659331459	0.9320412668338072	0.6905746415786153	0.9535227281278752	0.9354423141923888
COG1929	0	7	4	3	7	7	diet_meat	0.8181510690294482	0.5311402724187506	0.65701688254212	0.9995386217661586	0.925594344470696	0.8843474014888365	0.7640511149886688	0.9653688455309072
COG1087	0	7	4	3	7	7	diet_meat	0.7899957237821951	0.876967087171451	0.6779121549834531	0.9552602266843404	0.5211081025055961	0.7169650154548264	0.9301271316950086	0.8516303479806897
PF13808	4	3	0	7	7	7	time_endpoint	0.8106032940041713	0.8716297796371473	0.99369828500271	0.6657315976274839	0.6187804442505125	0.8553109946920952	0.8485171509743733	0.8205548058448765
PF07696	2	5	7	0	7	7	time_baseline	0.8688286710237295	0.9254466340132012	0.9829637182471188	0.708705525020761	0.9337347779599536	0.9162889153244286	0.9719259235543948	0.6427352030462495
COG1085	0	7	3	4	7	7	diet_meat	0.8816858618486485	0.5399799546685855	0.8457777179184433	0.9997671414204672	0.9120412065584148	0.9950945106559292	0.885025190339995	0.9941153113787048
COG1080	0	7	2	5	7	7	diet_meat	0.7309018378921545	0.6645948281581004	0.6736248101006244	0.99918449121578	0.5686930860766123	0.5489186304375107	0.9027920061215046	0.7585050131349498
N_AQ.813	0	7	4	3	7	7	diet_meat	0.7777883021124591	0.5298554348124375	0.8849015239684357	0.8567863331076652	0.6250074008870493	0.7871581835341525	0.91836669100419	0.8424425474732838
PF13847	3	4	0	7	7	7	time_endpoint	0.7398668409666799	0.8833537757817471	0.8063215565240642	0.6168635186001036	0.7865556342910827	0.5592769311834046	0.6634559888773839	0.8632404815089733
COG1946	0	7	5	2	7	7	diet_meat	0.8613948780541831	0.7377541040180409	0.7672879879615613	0.9999196689872566	0.8841662768760326	0.7922540954497094	0.8554266045335743	0.992955408553108
P_LP.968	1	6	7	0	7	7	time_baseline	0.7587635588170626	0.9494559716637446	0.9680026973078458	0.5824243289098663	0.6806439905828796	0.8116944177034194	0.6782491107963224	0.6408743947553592
COG1953	1	6	7	0	7	7	time_baseline	0.7908700080951306	0.5722839137047788	0.9524256756760962	0.6039682131555442	0.7699200268394141	0.8149944884376537	0.9360572152850128	0.8864405235674148
PF07568	0	7	4	3	7	7	diet_meat	0.888775995005396	0.9484664732840908	0.7233495066868632	0.9488058876999612	0.8283828445277128	0.9877580822803704	0.9526336569843844	0.8320355135743879
PF13954	3	4	7	0	7	7	time_baseline	0.844082441476617	0.9519455339560584	0.9853340596248338	0.7954067693552238	0.6154660334630433	0.8010212381791297	0.942002119314754	0.8174013364432755
PF07521	3	4	0	7	7	7	time_endpoint	0.8248204034014884	0.8896778847601766	0.93537357471398	0.6004460407225874	0.9591039025980994	0.8165149540147614	0.9827939410695988	0.589832525931215
N_AQ.8	4	3	7	0	7	7	time_baseline	0.8018005369611813	0.5720201861382774	0.9628279011140172	0.5558610040096811	0.9363922607113484	0.6722729431485552	0.9609810029693868	0.9522484606370024
COG1910	3	4	0	7	7	7	time_endpoint	0.8232344560725465	0.7233511082269588	0.9355908650286078	0.7568337775462692	0.9865759281190593	0.7134818101034299	0.6501783516793173	0.9966293518041832
PF13791	3	4	0	7	7	7	time_endpoint	0.8117652396462859	0.7935554589089578	0.9997452884871422	0.7478243516347196	0.9858486502493986	0.7492462399167896	0.5226478479432646	0.8834888403837279
N_AQ.350	3	4	7	0	7	7	time_baseline	0.7542322986567559	0.8822006039109169	0.8458798781733932	0.6185496143926525	0.8629975380348972	0.6607107905354823	0.5287907767009621	0.8804968888489869
PF08239	3	4	0	7	7	7	time_endpoint	0.7969920559000608	0.9894455778279349	0.9367468203188252	0.6328217473505432	0.9478814515851934	0.609226424698565	0.5559965693099254	0.9068258002094388
COG1129	1	6	0	7	7	7	time_endpoint	0.7543709889446321	0.7564431302798772	0.9124759935416358	0.6329312051988212	0.7243982435004648	0.5401167813811869	0.991296803075523	0.7229347656349171
P_LP.694	4	3	7	0	7	7	time_baseline	0.7756755255576989	0.7848834437311686	0.8430055686932658	0.7418255001951488	0.9274003439228218	0.5265908916270642	0.6610929348479754	0.9449299958864472
COG1854	0	7	6	1	7	7	diet_meat	0.7949764520886138	0.9287354451856606	0.6962301583956703	0.9905237624093882	0.5174949397167757	0.9870911258830828	0.5659692703605805	0.8787904626691394
N_AQ.360	3	4	7	0	7	7	time_baseline	0.8644582177879618	0.998513557559126	0.9889717320158236	0.8132739763231949	0.9202953355027929	0.8419454150897141	0.9147286716169528	0.5734788364081288
PF13635	0	7	2	5	7	7	diet_meat	0.6933509436016002	0.6444071854993529	0.7107669426572778	0.9614218226541512	0.5658166346597828	0.7175610060754413	0.5371479806737445	0.7163350329914506
COG1126	0	7	3	4	7	7	diet_meat	0.7730562148150796	0.7149526196073016	0.6842476660937696	0.9995702763139294	0.5000483341140178	0.958371954802828	0.7453709188175203	0.80883173395619
P_LP.691	2	5	7	0	7	7	time_baseline	0.6657388719349537	0.5172480341130011	0.6559347846141779	0.6705098642466492	0.6787111753238368	0.6553511703028366	0.9674006060423684	0.5150164689018057
PF08011	7	0	2	5	7	7	diet_dairy	0.8129787326178601	0.9394528709175992	0.5612631449970324	0.9227721151607808	0.8779221116043755	0.889065181019868	0.7323311111777177	0.7680445934476472
PF07992	0	7	4	3	7	7	diet_meat	0.7695510276486768	0.7188962312721563	0.559768159294942	0.9999995922351016	0.8693639422739481	0.6401404372939379	0.9121589581213908	0.6865298730492606
P_LP.68	3	4	0	7	7	7	time_endpoint	0.7669820309805456	0.5274132003617806	0.9691109409245052	0.5500485713024796	0.9718624370989402	0.7046445755423448	0.9970399930251144	0.6487544986086546
PF13700	0	7	6	1	7	7	diet_meat	0.812947155433254	0.876648688012277	0.8095996772982748	0.9848820529108514	0.7882335026701913	0.5103163955162452	0.9666049816343352	0.7543447899906035
PF07916	0	7	6	1	7	7	diet_meat	0.7702352298316689	0.9542615826298296	0.6119245399814365	0.9994900331760764	0.7052207405127102	0.9089944211774806	0.5785911395374572	0.6331641518066925
PF13742	5	2	0	7	7	7	time_endpoint	0.7701741369338218	0.5460872371235117	0.9450105162423518	0.5340528533016138	0.9590354647214931	0.8393389371326745	0.7645060837316396	0.803187866283468
COG1887	4	3	0	7	7	7	time_endpoint	0.8244550329549917	0.9954606240978692	0.9919403750075396	0.607609089659438	0.6491797508645354	0.908194750364676	0.9289710781470673	0.6898295625438154
PF13782	4	3	0	7	7	7	time_endpoint	0.8432007253028033	0.769649154277872	0.9801710322512124	0.6556457378927	0.9634672620487836	0.8693890195675219	0.7595183140144789	0.9045645570670546
N_AQ.341	5	2	0	7	7	7	time_endpoint	0.7812597508877274	0.9733730477681132	0.9796846815175294	0.5196217238871035	0.9416242184471976	0.8119258144045317	0.5123751675446782	0.7302136026449384
PF07884	0	7	5	2	7	7	diet_meat	0.7646082435684468	0.5725244999678789	0.8331849193639335	0.9996902218287886	0.6627994369669634	0.840901353041275	0.6121862241909545	0.8309710496193339
P_LP.682	5	2	0	7	7	7	time_endpoint	0.7840840746815861	0.9711446096104486	0.9142730924133852	0.7054595989960729	0.9506473625511428	0.7752599993666446	0.5672645050340821	0.604539354799327
PF13786	3	4	0	7	7	7	time_endpoint	0.7579352545864326	0.985639694632184	0.999037203647983	0.69874234087495	0.5572757809871935	0.5696194774527257	0.8385894211089684	0.6566428634010238
COG3280	2	5	7	0	7	7	time_baseline	0.7832572220922043	0.5232653180476465	0.9895511161521006	0.6769105800746731	0.9569303453766824	0.709493136897754	0.9900730304880276	0.6365770276085453
COG2972	3	4	0	7	7	7	time_endpoint	0.817529195804461	0.9663793357795148	0.834397975846359	0.6737794898791889	0.9157035383636304	0.8505979258385702	0.5127894366312693	0.9690566682926944
PF12700	4	3	0	7	7	7	time_endpoint	0.8205527161154939	0.8840054415549985	0.8443511476640034	0.6404814364002197	0.9927742474365316	0.8111716706045208	0.6233106928882168	0.9477743762599652
P_AQ.1543	1	6	7	0	7	7	time_baseline	0.7205910474519186	0.5698988221427694	0.9828620613076662	0.6160262886391796	0.6823400060704286	0.6349028892960558	0.8359720290301678	0.7221352356771633
PF11533	1	6	7	0	7	7	time_baseline	0.8073489723160877	0.8293916859666719	0.9868032267281212	0.6130396913662428	0.8737422437171138	0.6781345434182627	0.7564594359375222	0.9138719790786792
PF01293	4	3	0	7	7	7	time_endpoint	0.825515786343078	0.5440063189879486	0.973313191172754	0.679613651660361	0.9786442304082204	0.7499072811242858	0.9165666487202888	0.9365591823276874
COG0116	5	2	0	7	7	7	time_endpoint	0.831586947718128	0.7302076089754206	0.9102102565933354	0.8189474228024234	0.9793289449328746	0.5689061099579186	0.9883862034180576	0.8251220873468658
PF18823	7	0	4	3	7	7	diet_dairy	0.7416690885720071	0.8844920691894965	0.5202028606393225	0.5443435383165303	0.8379434191467343	0.5914665799527348	0.8776115560899581	0.9356235966692732
k_Bacteria.p_Firmicutes.c_Clostridia.o_Eubacteriales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium.callanderi	3	4	0	7	7	7	time_endpoint	0.7211333971291423	0.7989469968766666	0.8260676199912166	0.5445029172718039	0.6767621595937192	0.7838434428820051	0.6180900536651345	0.7997205896234504
PF01795	0	7	6	1	7	7	diet_meat	0.7767624097909115	0.6846745099227691	0.6723438819197476	0.990121272184436	0.8147656652439099	0.9076201543319682	0.8440936203681455	0.5237177645654043
PF00565	3	4	7	0	7	7	time_baseline	0.8672881748453615	0.7625928288637613	0.9768854577284196	0.793809601069284	0.983039499053814	0.6579606016730026	0.9357126753309526	0.9610165601982964
COG0227	0	7	5	2	7	7	diet_meat	0.7638783972357509	0.6015446483147878	0.737041263288008	0.9315996249185764	0.6210238061838984	0.9439504431083228	0.5588930530249012	0.9530959418117608
P_AQ.1266	3	4	7	0	7	7	time_baseline	0.8278012088190756	0.967767477271444	0.8511093856196844	0.862118495652666	0.9182666694931924	0.9178589718177486	0.5439830808269404	0.7335043810518533
COG0043	1	6	7	0	7	7	time_baseline	0.7177882357779166	0.6187432829826911	0.7432729558088214	0.5600173074971582	0.914146703515546	0.6519596160252931	0.9489333099343036	0.5874444746816028
PF01797	4	3	0	7	7	7	time_endpoint	0.81247955973776	0.6085745875951014	0.9157423520597944	0.589505239070304	0.9636279978809338	0.8456890170010869	0.9372125139862838	0.827005210570816
PF00549	0	7	6	1	7	7	diet_meat	0.8070948597417527	0.6502890677331176	0.8054911771273158	0.9996220795205988	0.70845134283076	0.7866690715044812	0.8707167012205195	0.8284245782554758
N_AQ.128	0	7	3	4	7	7	diet_meat	0.7255802068865053	0.5059319764608737	0.6093247413076116	0.999916964222266	0.7381822286999171	0.956817795639914	0.544222184087079	0.7246655577878751
COG0225	0	7	3	4	7	7	diet_meat	0.7290417477535739	0.5524863702101805	0.6575792132262854	0.9988462741061428	0.6534320232408283	0.7811762133239206	0.6891800106203179	0.7705921295473405
COG4636	4	3	0	7	7	7	time_endpoint	0.8132686850632631	0.9927201723670144	0.9655309966656728	0.57049867932112	0.9624297038214822	0.5837828032836274	0.6429741592963301	0.9749442806875956
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella.s_Unclassified.Parasutterella	5	2	0	7	7	7	time_endpoint	0.7615765067796609	0.934793499441242	0.5095063549421993	0.5712248064799516	0.7501837646636459	0.7794482587600817	0.9856928129864052	0.8001860501841006
P_AQ.1262	2	5	7	0	7	7	time_baseline	0.7841850222908137	0.9121647359505112	0.700998884508396	0.6154227359641521	0.8788487227273485	0.6315916810314454	0.7801092242828636	0.9701591715709792
COG0121	2	5	7	0	7	7	time_baseline	0.7086258940840204	0.6533288308158931	0.7038190875208727	0.6236681505590256	0.7525709170414614	0.7265573390974518	0.7625142229254951	0.7379227106279428
PF00532	0	7	6	1	7	7	diet_meat	0.796304600044757	0.7936735922755064	0.6746439464860268	0.9989028880616624	0.8647821992679644	0.6303809175818383	0.9418237469057886	0.6699249097345114
COG3954	4	3	7	0	7	7	time_baseline	0.8082527509460294	0.5867666807814153	0.8436743203777092	0.7244916433195256	0.8844218074643487	0.961159767919458	0.8799963736121864	0.7772586631475625
PF03515	3	4	7	0	7	7	time_baseline	0.795634832671805	0.8498843057867695	0.962159455298294	0.6269446083281122	0.9199393119893432	0.6759150488981774	0.7986560661960338	0.7359450322059046
PF01815	2	5	7	0	7	7	time_baseline	0.7760979302919973	0.6503747481006898	0.7380198177107321	0.7904342854426021	0.9787840453234238	0.8274818954711101	0.7496501455922268	0.6979405744031959
COG3956	2	5	0	7	7	7	time_endpoint	0.7326705970881633	0.5335008047717633	0.578049994224303	0.5731132701005859	0.9978643559198014	0.8176806745661346	0.9232072026496496	0.7052778773849048
PF01817	0	7	2	5	7	7	diet_meat	0.7929332755582095	0.7551634398518949	0.5572377137320385	0.9998780874707448	0.9035976524434878	0.7231599706043278	0.979159271096891	0.6323367937080814
N_AQ.1076	4	3	0	7	7	7	time_endpoint	0.720681982748852	0.9637295234830714	0.6419613321314775	0.5048941337967097	0.9057332862346344	0.8857309111218188	0.5573592637121118	0.58536542876214
COG0122	4	3	0	7	7	7	time_endpoint	0.8109501876487999	0.5060721686639753	0.9954445317785976	0.5988266311417533	0.9834007234188628	0.6677425722754177	0.9912153841232854	0.9339493021397068
PF00529	3	4	7	0	7	7	time_baseline	0.8283844325863187	0.988570201537868	0.992610684285494	0.6296008966939339	0.651903708157682	0.8885245054386463	0.8276063265882727	0.8198747054023354
PF01820	0	7	4	3	7	7	diet_meat	0.8169549271607843	0.8957207195955031	0.738445191847098	0.9092304528969304	0.58834208289615	0.8370645568520758	0.8649400169491854	0.8849414690885468
PF01841	0	7	4	3	7	7	diet_meat	0.8283666841672898	0.8850956153861511	0.6689789475257113	0.958948071662072	0.8278504019166061	0.6500492144586676	0.8650944330793426	0.9425501051424784
COG3627	2	5	7	0	7	7	time_baseline	0.7935372441817147	0.5488122879658821	0.9442718732788772	0.717390492175044	0.7991730897377536	0.7240892174468563	0.8657328616493228	0.9552908870182664
PF01774	1	6	0	7	7	7	time_endpoint	0.7646194138659249	0.9565629419463678	0.9314634737539514	0.7052744606187733	0.5073144791605527	0.6679477930527357	0.6859365663536197	0.897836182175474
PF01295	2	5	7	0	7	7	time_baseline	0.8245171576174873	0.932218124102969	0.9692444857796084	0.6803859534773536	0.7499647932537883	0.6786453945494906	0.9943752797536358	0.7667860724055656
P_LP.3236	5	2	0	7	7	7	time_endpoint	0.8216765725800527	0.9123711656725596	0.9681561976224824	0.8262729825155378	0.8425961935500711	0.6002851986618843	0.7025629023642262	0.8994913676736074
PF01765	0	7	6	1	7	7	diet_meat	0.7473269066290147	0.7504286367453175	0.5655265222564563	0.9999786897236028	0.6345967555039264	0.8705803592387343	0.6362379110729882	0.7739394718620776
PF01713	4	3	0	7	7	7	time_endpoint	0.8287311368774679	0.966943920808017	0.6239202781402583	0.522200778793903	0.9601200219073394	0.7806255307729002	0.9985487141778172	0.94875871354204
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Massilimicrobiota.s_Unclassified.Massilimicrobiota	3	4	0	7	7	7	time_endpoint	0.8445372915439355	0.962461308414722	0.9970364305836222	0.5243052521140984	0.8343204144535032	0.9426661154967204	0.9947227105461556	0.6562488091987261
k_Bacteria.p_Firmicutes.c_Clostridia.o_Eubacteriales.f_Clostridiaceae.g_Clostridium.s_Clostridium.carnis	3	4	7	0	7	7	time_baseline	0.7532299199218349	0.6208347341420868	0.9987757550603232	0.600758068395636	0.8038273152492786	0.5445966375694667	0.8738048406597582	0.8300120883762948
PF03228	2	5	7	0	7	7	time_baseline	0.7212604860679647	0.7916198130998102	0.6421764134809542	0.6007664804996147	0.9304651851719148	0.6494100798681717	0.8140826929760979	0.6203027373791886
PF01717	0	7	4	3	7	7	diet_meat	0.8084154086876902	0.8182646776374034	0.680279464057861	0.9946618765355127	0.5681957766783743	0.7855565600904106	0.9726771605012152	0.8392723453130546
k_Bacteria.p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales.f_Erysipelotrichaceae.g_Massilimicrobiota.s_Massilimicrobiota.timonensis	4	3	7	0	7	7	time_baseline	0.6978380590681384	0.7421627682455096	0.968600802423096	0.5008771946561352	0.5471749464166796	0.6934299737265681	0.711601753270813	0.7210189747381673
COG0041	0	7	1	6	7	7	diet_meat	0.8299565429348048	0.8656621161415937	0.9087888569715408	0.9984064635996382	0.6431044755297926	0.9415506070961056	0.5716146638761235	0.8805686173288396
COG0001	2	5	0	7	7	7	time_endpoint	0.7369732735761065	0.9005042557248913	0.9031848012251532	0.6359505413567147	0.6669147872722634	0.6502551029089751	0.6540795945434429	0.7479238320013041
COG4598	3	4	7	0	7	7	time_baseline	0.7925297518813833	0.8927351485622803	0.9728739358930532	0.7038013459580998	0.5762382709138341	0.5964352400660755	0.9349889761631388	0.8706353456132025
PF01725	0	7	3	4	7	7	diet_meat	0.8063316037144757	0.7936337803763127	0.7000081122970735	0.7621301507704417	0.6838200095693767	0.9128800235407044	0.8590286433778124	0.9328205060696082
COG0237	0	7	4	3	7	7	diet_meat	0.8361018348186738	0.8997891100756291	0.5648842075998324	0.9965955134322834	0.6920314363714565	0.8672882540481021	0.8486735041231359	0.983450818080278
PF01300	0	7	5	2	7	7	diet_meat	0.7050662698487528	0.6835779796553673	0.5781246174718235	0.5392704033210836	0.6843174686516926	0.8745620405922319	0.6039461099119179	0.9716652693371526
k_Bacteria.p_Firmicutes.c_Clostridia.o_Eubacteriales.f_Clostridiaceae.g_Hungatella.s_Hungatella.effluvii	4	3	0	7	7	7	time_endpoint	0.7992740089279706	0.9455398599622082	0.9038882585535906	0.701554080262911	0.7113460056298868	0.5176132673177566	0.8743810694024019	0.9405955213670388
COG0231	0	7	5	2	7	7	diet_meat	0.7758187563662922	0.6903365365531107	0.5260775049614049	0.9993446653095768	0.7042188457876507	0.7741735459037349	0.9739259369121828	0.7626542591363838
COG0426	3	4	0	7	7	7	time_endpoint	0.8150801420550524	0.8868762448922294	0.7851478818678989	0.5217319389456085	0.9475877497883984	0.6617973122155179	0.9438307795149063	0.9585890871608078
PF01743	0	7	4	3	7	7	diet_meat	0.8846818864950523	0.8597426937210892	0.9351343977690144	0.98508731376682	0.925934193588127	0.8157740643786563	0.9398359878349002	0.7312645544067595
PF01746	0	7	2	5	7	7	diet_meat	0.7886640150784819	0.83522199232166	0.7497408048455625	0.9998970780740604	0.6079909624510301	0.8961040954052394	0.5296601899120964	0.9020329825397244
